cpdid,seq.id,num_runs
CPDC140916,SEQ-140076,2
CPDC140918,SEQ-140073,2
CPDC140918,SEQ-140074,2
CPDC140919,SEQ-140073,2
CPDC140919,SEQ-140074,2
CPDC140920,SEQ-140073,2
CPDC140920,SEQ-140074,2
CPDC140921,SEQ-140073,2
CPDC140921,SEQ-140074,2
CPDC140922,SEQ-140073,2
CPDC140922,SEQ-140074,2
CPDC140923,SEQ-140075,2
CPDC140923,SEQ-140076,2
CPDC140924,SEQ-140073,4
CPDC140924,SEQ-140074,4
CPDC140924,SEQ-140075,4
CPDC140924,SEQ-140076,4
CPDC140925,SEQ-140075,2
CPDC140925,SEQ-140076,2
CPDC140926,SEQ-140073,2
CPDC140926,SEQ-140074,2
CPDC140927,SEQ-140073,4
CPDC140927,SEQ-140074,4
CPDC140927,SEQ-140075,4
CPDC140927,SEQ-140076,4
CPDC140928,SEQ-140073,2
CPDC140928,SEQ-140074,2
CPDC140930,SEQ-140073,2
CPDC140930,SEQ-140074,2
CPDC140932,SEQ-140073,2
CPDC140932,SEQ-140074,2
CPDC140933,SEQ-140073,2
CPDC140933,SEQ-140074,2
CPDC140938,SEQ-140075,2
CPDC140938,SEQ-140076,2
CPDC140939,SEQ-140075,2
CPDC140939,SEQ-140076,2
CPDC140941,SEQ-140075,3
CPDC140941,SEQ-140076,3
CPDC140941,SEQ-140077,3
CPDC140942,SEQ-140073,2
CPDC140942,SEQ-140074,2
CPDC140943,SEQ-140073,2
CPDC140943,SEQ-140074,2
CPDC140945,SEQ-140073,2
CPDC140945,SEQ-140074,2
CPDC140946,SEQ-140073,2
CPDC140946,SEQ-140074,2
CPDC140947,SEQ-140075,3
CPDC140947,SEQ-140076,3
CPDC140947,SEQ-140077,3
CPDC140949,SEQ-140075,2
CPDC140949,SEQ-140076,2
CPDC140950,SEQ-140075,3
CPDC140950,SEQ-140076,3
CPDC140950,SEQ-140077,3
CPDC140951,SEQ-140075,2
CPDC140951,SEQ-140076,2
CPDC140953,SEQ-140075,2
CPDC140953,SEQ-140076,2
CPDC140954,SEQ-140075,2
CPDC140954,SEQ-140076,2
CPDC140955,SEQ-140075,2
CPDC140955,SEQ-140076,2
CPDC140957,SEQ-140075,3
CPDC140957,SEQ-140076,3
CPDC140957,SEQ-140077,3
CPDC140958,SEQ-140075,2
CPDC140958,SEQ-140076,2
CPDC140959,SEQ-140075,3
CPDC140959,SEQ-140076,3
CPDC140959,SEQ-140077,3
CPDC140960,SEQ-140075,2
CPDC140960,SEQ-140076,2
CPDC140964,SEQ-140075,2
CPDC140964,SEQ-140076,2
CPDC140993,SEQ-140075,2
CPDC140993,SEQ-140077,2
CPDC141019,SEQ-140079,2
CPDC141019,SEQ-140080,2
CPDC141020,SEQ-140079,2
CPDC141020,SEQ-140080,2
CPDC141021,SEQ-140079,2
CPDC141021,SEQ-140084,2
CPDC141022,SEQ-140079,2
CPDC141022,SEQ-140080,2
CPDC141027,SEQ-140079,3
CPDC141027,SEQ-140084,3
CPDC141027,SEQ-140087,3
CPDC141029,SEQ-140079,3
CPDC141029,SEQ-140084,3
CPDC141029,SEQ-140087,3
CPDC141036,SEQ-140079,2
CPDC141036,SEQ-140084,2
CPDC141041,SEQ-140080,2
CPDC141041,SEQ-140082,2
CPDC141043,SEQ-140080,2
CPDC141043,SEQ-140082,2
CPDC141054,SEQ-140082,3
CPDC141054,SEQ-140127,3
CPDC141054,SEQ-140129,3
CPDC141058,SEQ-140082,2
CPDC141058,SEQ-140086,2
CPDC141065,SEQ-140084,2
CPDC141065,SEQ-140087,2
CPDC141086,SEQ-140084,2
CPDC141086,SEQ-140087,2
CPDC141088,SEQ-140084,2
CPDC141088,SEQ-140087,2
CPDC141090,SEQ-140084,2
CPDC141090,SEQ-140086,2
CPDC141093,SEQ-140084,2
CPDC141093,SEQ-140087,2
CPDC141102,SEQ-140084,4
CPDC141102,SEQ-140086,4
CPDC141102,SEQ-140127,4
CPDC141102,SEQ-140129,4
CPDC141103,SEQ-140085,2
CPDC141103,SEQ-140086,2
CPDC141104,SEQ-140085,2
CPDC141104,SEQ-140086,2
CPDC141105,SEQ-140085,2
CPDC141105,SEQ-140086,2
CPDC141108,SEQ-140085,2
CPDC141108,SEQ-140086,2
CPDC141120,SEQ-140085,3
CPDC141120,SEQ-140086,3
CPDC141120,SEQ-140087,3
CPDC141121,SEQ-140085,6
CPDC141121,SEQ-140086,6
CPDC141121,SEQ-140087,6
CPDC141121,SEQ-140089,6
CPDC141121,SEQ-140114,6
CPDC141121,SEQ-140119,6
CPDC141123,SEQ-140085,2
CPDC141123,SEQ-140086,2
CPDC141124,SEQ-140085,2
CPDC141124,SEQ-140086,2
CPDC141126,SEQ-140085,2
CPDC141126,SEQ-140086,2
CPDC141127,SEQ-140085,2
CPDC141127,SEQ-140086,2
CPDC141128,SEQ-140085,2
CPDC141128,SEQ-140086,2
CPDC141129,SEQ-140085,2
CPDC141129,SEQ-140086,2
CPDC141130,SEQ-140085,2
CPDC141130,SEQ-140086,2
CPDC141131,SEQ-140089,3
CPDC141131,SEQ-140114,3
CPDC141131,SEQ-140119,3
CPDC141132,SEQ-140085,5
CPDC141132,SEQ-140086,5
CPDC141132,SEQ-140089,5
CPDC141132,SEQ-140114,5
CPDC141132,SEQ-140119,5
CPDC141134,SEQ-140085,2
CPDC141134,SEQ-140086,2
CPDC141136,SEQ-140085,2
CPDC141136,SEQ-140086,2
CPDC141138,SEQ-140085,2
CPDC141138,SEQ-140086,2
CPDC141154,SEQ-140087,4
CPDC141154,SEQ-140089,4
CPDC141154,SEQ-140114,4
CPDC141154,SEQ-140119,4
CPDC141159,SEQ-140087,4
CPDC141159,SEQ-140089,4
CPDC141159,SEQ-140114,4
CPDC141159,SEQ-140119,4
CPDC141160,SEQ-140087,4
CPDC141160,SEQ-140089,4
CPDC141160,SEQ-140114,4
CPDC141160,SEQ-140119,4
CPDC141161,SEQ-140087,4
CPDC141161,SEQ-140089,4
CPDC141161,SEQ-140114,4
CPDC141161,SEQ-140119,4
CPDC141179,SEQ-140087,4
CPDC141179,SEQ-140089,4
CPDC141179,SEQ-140114,4
CPDC141179,SEQ-140119,4
CPDC141181,SEQ-140087,4
CPDC141181,SEQ-140089,4
CPDC141181,SEQ-140114,4
CPDC141181,SEQ-140119,4
CPDC141189,SEQ-140089,5
CPDC141189,SEQ-140092,5
CPDC141189,SEQ-140093,5
CPDC141189,SEQ-140114,5
CPDC141189,SEQ-140119,5
CPDC141190,SEQ-140089,3
CPDC141190,SEQ-140114,3
CPDC141190,SEQ-140119,3
CPDC141191,SEQ-140091,3
CPDC141191,SEQ-140095,3
CPDC141191,SEQ-140139,3
CPDC141192,SEQ-140089,3
CPDC141192,SEQ-140114,3
CPDC141192,SEQ-140119,3
CPDC141193,SEQ-140089,3
CPDC141193,SEQ-140114,3
CPDC141193,SEQ-140119,3
CPDC141194,SEQ-140089,3
CPDC141194,SEQ-140114,3
CPDC141194,SEQ-140119,3
CPDC141195,SEQ-140089,3
CPDC141195,SEQ-140114,3
CPDC141195,SEQ-140119,3
CPDC141196,SEQ-140089,3
CPDC141196,SEQ-140114,3
CPDC141196,SEQ-140119,3
CPDC141197,SEQ-140089,3
CPDC141197,SEQ-140114,3
CPDC141197,SEQ-140119,3
CPDC141201,SEQ-140089,3
CPDC141201,SEQ-140114,3
CPDC141201,SEQ-140119,3
CPDC141202,SEQ-140089,3
CPDC141202,SEQ-140114,3
CPDC141202,SEQ-140119,3
CPDC141205,SEQ-140089,3
CPDC141205,SEQ-140114,3
CPDC141205,SEQ-140119,3
CPDC141206,SEQ-140089,3
CPDC141206,SEQ-140114,3
CPDC141206,SEQ-140119,3
CPDC141208,SEQ-140089,3
CPDC141208,SEQ-140114,3
CPDC141208,SEQ-140119,3
CPDC141209,SEQ-140089,3
CPDC141209,SEQ-140114,3
CPDC141209,SEQ-140119,3
CPDC141212,SEQ-140091,2
CPDC141212,SEQ-140092,2
CPDC141215,SEQ-140091,2
CPDC141215,SEQ-140092,2
CPDC141216,SEQ-140091,2
CPDC141216,SEQ-140092,2
CPDC141217,SEQ-140091,2
CPDC141217,SEQ-140092,2
CPDC141218,SEQ-140091,3
CPDC141218,SEQ-140095,3
CPDC141218,SEQ-140139,3
CPDC141222,SEQ-140091,2
CPDC141222,SEQ-140092,2
CPDC141224,SEQ-140091,2
CPDC141224,SEQ-140092,2
CPDC141225,SEQ-140091,2
CPDC141225,SEQ-140092,2
CPDC141226,SEQ-140091,2
CPDC141226,SEQ-140092,2
CPDC141227,SEQ-140091,2
CPDC141227,SEQ-140092,2
CPDC141228,SEQ-140091,2
CPDC141228,SEQ-140092,2
CPDC141230,SEQ-140091,2
CPDC141230,SEQ-140092,2
CPDC141232,SEQ-140091,2
CPDC141232,SEQ-140092,2
CPDC141260,SEQ-140095,2
CPDC141260,SEQ-140139,2
CPDC141261,SEQ-140093,2
CPDC141261,SEQ-140095,2
CPDC141289,SEQ-140095,2
CPDC141289,SEQ-140139,2
CPDC141304,SEQ-140095,2
CPDC141304,SEQ-140139,2
CPDC141326,SEQ-140095,2
CPDC141326,SEQ-140097,2
CPDC141327,SEQ-140095,2
CPDC141327,SEQ-140097,2
CPDC141328,SEQ-140095,2
CPDC141328,SEQ-140097,2
CPDC141334,SEQ-140095,2
CPDC141334,SEQ-140097,2
CPDC141335,SEQ-140095,2
CPDC141335,SEQ-140097,2
CPDC141336,SEQ-140095,2
CPDC141336,SEQ-140097,2
CPDC141353,SEQ-140097,4
CPDC141353,SEQ-140099,4
CPDC141353,SEQ-140102,4
CPDC141353,SEQ-140112,4
CPDC141376,SEQ-140099,3
CPDC141376,SEQ-140102,3
CPDC141376,SEQ-140112,3
CPDC141377,SEQ-140099,3
CPDC141377,SEQ-140102,3
CPDC141377,SEQ-140112,3
CPDC141378,SEQ-140099,3
CPDC141378,SEQ-140102,3
CPDC141378,SEQ-140112,3
CPDC141379,SEQ-140099,3
CPDC141379,SEQ-140102,3
CPDC141379,SEQ-140112,3
CPDC141381,SEQ-140099,3
CPDC141381,SEQ-140102,3
CPDC141381,SEQ-140112,3
CPDC141382,SEQ-140099,3
CPDC141382,SEQ-140102,3
CPDC141382,SEQ-140112,3
CPDC141384,SEQ-140099,4
CPDC141384,SEQ-140102,4
CPDC141384,SEQ-140112,4
CPDC141384,SEQ-140139,4
CPDC141385,SEQ-140099,3
CPDC141385,SEQ-140102,3
CPDC141385,SEQ-140112,3
CPDC141387,SEQ-140099,3
CPDC141387,SEQ-140102,3
CPDC141387,SEQ-140112,3
CPDC141389,SEQ-140099,2
CPDC141389,SEQ-140103,2
CPDC141394,SEQ-140099,3
CPDC141394,SEQ-140102,3
CPDC141394,SEQ-140112,3
CPDC141398,SEQ-140099,5
CPDC141398,SEQ-140102,5
CPDC141398,SEQ-140112,5
CPDC141398,SEQ-140139,5
CPDC141398,SEQ-150035,5
CPDC141401,SEQ-140099,3
CPDC141401,SEQ-140102,3
CPDC141401,SEQ-140112,3
CPDC141402,SEQ-140099,4
CPDC141402,SEQ-140103,4
CPDC141402,SEQ-140102,4
CPDC141402,SEQ-140112,4
CPDC141403,SEQ-140099,3
CPDC141403,SEQ-140102,3
CPDC141403,SEQ-140112,3
CPDC141410,SEQ-140099,3
CPDC141410,SEQ-140102,3
CPDC141410,SEQ-140112,3
CPDC141414,SEQ-140103,2
CPDC141414,SEQ-140139,2
CPDC141415,SEQ-140099,3
CPDC141415,SEQ-140102,3
CPDC141415,SEQ-140112,3
CPDC141416,SEQ-140099,3
CPDC141416,SEQ-140102,3
CPDC141416,SEQ-140112,3
CPDC141417,SEQ-140099,3
CPDC141417,SEQ-140102,3
CPDC141417,SEQ-140112,3
CPDC141418,SEQ-140099,3
CPDC141418,SEQ-140102,3
CPDC141418,SEQ-140112,3
CPDC141447,SEQ-140103,2
CPDC141447,SEQ-140139,2
CPDC141449,SEQ-140103,2
CPDC141449,SEQ-140139,2
CPDC141454,SEQ-140105,2
CPDC141454,SEQ-140106,2
CPDC141456,SEQ-140105,2
CPDC141456,SEQ-140106,2
CPDC141457,SEQ-140105,2
CPDC141457,SEQ-140106,2
CPDC141458,SEQ-140105,3
CPDC141458,SEQ-140106,3
CPDC141458,SEQ-140107,3
CPDC141459,SEQ-140105,5
CPDC141459,SEQ-140106,5
CPDC141459,SEQ-140107,5
CPDC141459,SEQ-140118,5
CPDC141459,SEQ-140122,5
CPDC141460,SEQ-140105,2
CPDC141460,SEQ-140106,2
CPDC141461,SEQ-140105,2
CPDC141461,SEQ-140106,2
CPDC141462,SEQ-140105,2
CPDC141462,SEQ-140106,2
CPDC141463,SEQ-140105,2
CPDC141463,SEQ-140106,2
CPDC141470,SEQ-140105,3
CPDC141470,SEQ-140106,3
CPDC141470,SEQ-140115,3
CPDC141471,SEQ-140105,3
CPDC141471,SEQ-140106,3
CPDC141471,SEQ-140115,3
CPDC141473,SEQ-140105,4
CPDC141473,SEQ-140106,4
CPDC141473,SEQ-140118,4
CPDC141473,SEQ-140122,4
CPDC141484,SEQ-140105,3
CPDC141484,SEQ-140106,3
CPDC141484,SEQ-140107,3
CPDC141485,SEQ-140105,2
CPDC141485,SEQ-140115,2
CPDC141486,SEQ-140105,2
CPDC141486,SEQ-140106,2
CPDC141487,SEQ-140105,2
CPDC141487,SEQ-140106,2
CPDC141491,SEQ-140107,3
CPDC141491,SEQ-140118,3
CPDC141491,SEQ-140117,3
CPDC141501,SEQ-140107,2
CPDC141501,SEQ-140113,2
CPDC141530,SEQ-140113,2
CPDC141530,SEQ-140116,2
CPDC141531,SEQ-140113,2
CPDC141531,SEQ-140116,2
CPDC141549,SEQ-140113,5
CPDC141549,SEQ-140116,5
CPDC141549,SEQ-140118,5
CPDC141549,SEQ-140122,5
CPDC141549,SEQ-140136,5
CPDC141588,SEQ-140116,2
CPDC141588,SEQ-140117,2
CPDC141601,SEQ-140118,2
CPDC141601,SEQ-140117,2
CPDC141606,SEQ-140118,2
CPDC141606,SEQ-140117,2
CPDC141607,SEQ-140118,2
CPDC141607,SEQ-140117,2
CPDC141608,SEQ-140118,2
CPDC141608,SEQ-140117,2
CPDC141609,SEQ-140118,2
CPDC141609,SEQ-140117,2
CPDC141610,SEQ-140118,2
CPDC141610,SEQ-140117,2
CPDC141611,SEQ-140118,2
CPDC141611,SEQ-140117,2
CPDC141612,SEQ-140118,2
CPDC141612,SEQ-140117,2
CPDC141613,SEQ-140118,2
CPDC141613,SEQ-140117,2
CPDC141614,SEQ-140118,2
CPDC141614,SEQ-140117,2
CPDC141615,SEQ-140118,2
CPDC141615,SEQ-140117,2
CPDC141616,SEQ-140117,2
CPDC141616,SEQ-140122,2
CPDC141618,SEQ-140118,2
CPDC141618,SEQ-140117,2
CPDC141627,SEQ-140117,2
CPDC141627,SEQ-140120,2
CPDC141634,SEQ-140118,2
CPDC141634,SEQ-140117,2
CPDC141635,SEQ-140118,2
CPDC141635,SEQ-140117,2
CPDC141636,SEQ-140118,2
CPDC141636,SEQ-140117,2
CPDC141658,SEQ-140120,2
CPDC141658,SEQ-140122,2
CPDC141675,SEQ-140120,2
CPDC141675,SEQ-140127,2
CPDC141691,SEQ-140124,2
CPDC141691,SEQ-140127,2
CPDC141700,SEQ-140123,2
CPDC141700,SEQ-140128,2
CPDC141706,SEQ-140124,4
CPDC141706,SEQ-140125,4
CPDC141706,SEQ-140126,4
CPDC141706,SEQ-140127,4
CPDC141722,SEQ-140124,4
CPDC141722,SEQ-140125,4
CPDC141722,SEQ-140126,4
CPDC141722,SEQ-140127,4
CPDC141726,SEQ-140124,2
CPDC141726,SEQ-140128,2
CPDC141730,SEQ-140124,2
CPDC141730,SEQ-140128,2
CPDC141740,SEQ-140127,2
CPDC141740,SEQ-140130,2
CPDC141758,SEQ-140127,2
CPDC141758,SEQ-140129,2
CPDC141763,SEQ-140127,2
CPDC141763,SEQ-140131,2
CPDC141789,SEQ-140129,2
CPDC141789,SEQ-140130,2
CPDC141791,SEQ-140129,2
CPDC141791,SEQ-140130,2
CPDC141796,SEQ-140129,2
CPDC141796,SEQ-140130,2
CPDC141798,SEQ-140129,2
CPDC141798,SEQ-140130,2
CPDC141799,SEQ-140129,2
CPDC141799,SEQ-140130,2
CPDC141800,SEQ-140129,2
CPDC141800,SEQ-140130,2
CPDC141804,SEQ-140129,2
CPDC141804,SEQ-140130,2
CPDC141811,SEQ-140131,2
CPDC141811,SEQ-140139,2
CPDC141812,SEQ-140130,2
CPDC141812,SEQ-140132,2
CPDC141813,SEQ-140130,3
CPDC141813,SEQ-140131,3
CPDC141813,SEQ-140139,3
CPDC141866,SEQ-140131,2
CPDC141866,SEQ-140139,2
CPDC141877,SEQ-140131,2
CPDC141877,SEQ-140139,2
CPDC141896,SEQ-140132,2
CPDC141896,SEQ-140133,2
CPDC141906,SEQ-140132,2
CPDC141906,SEQ-140135,2
CPDC141921,SEQ-140133,3
CPDC141921,SEQ-140135,3
CPDC141921,SEQ-140137,3
CPDC141934,SEQ-140133,2
CPDC141934,SEQ-140137,2
CPDC141935,SEQ-140133,2
CPDC141935,SEQ-140135,2
CPDC141941,SEQ-140135,2
CPDC141941,SEQ-140136,2
CPDC141942,SEQ-140135,2
CPDC141942,SEQ-140136,2
CPDC141946,SEQ-140135,2
CPDC141946,SEQ-140138,2
CPDC141971,SEQ-140135,2
CPDC141971,SEQ-140136,2
CPDC141973,SEQ-140135,2
CPDC141973,SEQ-140138,2
CPDC141988,SEQ-140136,2
CPDC141988,SEQ-140139,2
CPDC141991,SEQ-140136,2
CPDC141991,SEQ-140139,2
CPDC141996,SEQ-140136,2
CPDC141996,SEQ-140139,2
CPDC142002,SEQ-140136,2
CPDC142002,SEQ-140139,2
CPDC142003,SEQ-140136,2
CPDC142003,SEQ-140137,2
CPDC142004,SEQ-140136,3
CPDC142004,SEQ-140144,3
CPDC142004,SEQ-140139,3
CPDC142005,SEQ-140136,3
CPDC142005,SEQ-140144,3
CPDC142005,SEQ-140139,3
CPDC142030,SEQ-140137,3
CPDC142030,SEQ-140142,3
CPDC142030,SEQ-140140,3
CPDC142031,SEQ-140137,3
CPDC142031,SEQ-140142,3
CPDC142031,SEQ-140140,3
CPDC142032,SEQ-140137,3
CPDC142032,SEQ-140142,3
CPDC142032,SEQ-140140,3
CPDC142041,SEQ-140142,2
CPDC142041,SEQ-140140,2
CPDC142049,SEQ-140137,3
CPDC142049,SEQ-140142,3
CPDC142049,SEQ-140140,3
CPDC142052,SEQ-140137,3
CPDC142052,SEQ-140142,3
CPDC142052,SEQ-140140,3
CPDC142055,SEQ-140137,2
CPDC142055,SEQ-140138,2
CPDC142056,SEQ-140142,2
CPDC142056,SEQ-140140,2
CPDC142057,SEQ-140143,2
CPDC142057,SEQ-140140,2
CPDC142058,SEQ-140142,2
CPDC142058,SEQ-140140,2
CPDC142059,SEQ-140142,2
CPDC142059,SEQ-140140,2
CPDC142060,SEQ-140142,2
CPDC142060,SEQ-140140,2
CPDC142061,SEQ-140143,2
CPDC142061,SEQ-140140,2
CPDC142062,SEQ-140143,2
CPDC142062,SEQ-140140,2
CPDC142063,SEQ-140143,2
CPDC142063,SEQ-140140,2
CPDC142064,SEQ-140143,2
CPDC142064,SEQ-140140,2
CPDC142065,SEQ-140142,2
CPDC142065,SEQ-140140,2
CPDC142066,SEQ-140142,2
CPDC142066,SEQ-140140,2
CPDC142067,SEQ-140143,2
CPDC142067,SEQ-140140,2
CPDC142068,SEQ-140143,2
CPDC142068,SEQ-140140,2
CPDC142069,SEQ-140142,2
CPDC142069,SEQ-140140,2
CPDC142071,SEQ-140142,2
CPDC142071,SEQ-140140,2
CPDC142075,SEQ-140142,2
CPDC142075,SEQ-140140,2
CPDC142077,SEQ-140142,2
CPDC142077,SEQ-140140,2
CPDC142078,SEQ-140142,2
CPDC142078,SEQ-140140,2
CPDC142079,SEQ-140142,2
CPDC142079,SEQ-140140,2
CPDC142080,SEQ-140142,2
CPDC142080,SEQ-140140,2
CPDC142081,SEQ-140142,2
CPDC142081,SEQ-140140,2
CPDC142082,SEQ-140142,2
CPDC142082,SEQ-140140,2
CPDC142083,SEQ-140142,3
CPDC142083,SEQ-140143,3
CPDC142083,SEQ-140140,3
CPDC142084,SEQ-140142,2
CPDC142084,SEQ-140140,2
CPDC142085,SEQ-140142,2
CPDC142085,SEQ-140140,2
CPDC142086,SEQ-140142,2
CPDC142086,SEQ-140140,2
CPDC142087,SEQ-140142,2
CPDC142087,SEQ-140140,2
CPDC142089,SEQ-140143,2
CPDC142089,SEQ-140140,2
CPDC142090,SEQ-140142,2
CPDC142090,SEQ-140140,2
CPDC142092,SEQ-140142,2
CPDC142092,SEQ-140140,2
CPDC142093,SEQ-140142,2
CPDC142093,SEQ-140140,2
CPDC142095,SEQ-140144,2
CPDC142095,SEQ-150001,2
CPDC142098,SEQ-140143,3
CPDC142098,SEQ-150001,3
CPDC142098,SEQ-150003,3
CPDC142114,SEQ-140144,2
CPDC142114,SEQ-150002,2
CPDC142129,SEQ-140143,4
CPDC142129,SEQ-140144,4
CPDC142129,SEQ-150001,4
CPDC142129,SEQ-150003,4
CPDC142150,SEQ-150001,2
CPDC142150,SEQ-150003,2
CPDC142153,SEQ-150001,3
CPDC142153,SEQ-150003,3
CPDC142153,SEQ-150004,3
CPDC142161,SEQ-150001,2
CPDC142161,SEQ-150003,2
CPDC150022,SEQ-150003,2
CPDC150022,SEQ-150004,2
CPDC150029,SEQ-150002,2
CPDC150029,SEQ-150009,2
CPDC150036,SEQ-150002,4
CPDC150036,SEQ-150006,4
CPDC150036,SEQ-150007,4
CPDC150036,SEQ-150012,4
CPDC150044,SEQ-150003,2
CPDC150044,SEQ-150004,2
CPDC150049,SEQ-150004,2
CPDC150049,SEQ-150009,2
CPDC150070,SEQ-150006,3
CPDC150070,SEQ-150007,3
CPDC150070,SEQ-150012,3
CPDC150072,SEQ-150006,3
CPDC150072,SEQ-150007,3
CPDC150072,SEQ-150012,3
CPDC150075,SEQ-150006,3
CPDC150075,SEQ-150007,3
CPDC150075,SEQ-150012,3
CPDC150076,SEQ-150006,3
CPDC150076,SEQ-150007,3
CPDC150076,SEQ-150012,3
CPDC150077,SEQ-150006,3
CPDC150077,SEQ-150007,3
CPDC150077,SEQ-150012,3
CPDC150078,SEQ-150006,3
CPDC150078,SEQ-150007,3
CPDC150078,SEQ-150012,3
CPDC150079,SEQ-150006,3
CPDC150079,SEQ-150007,3
CPDC150079,SEQ-150012,3
CPDC150080,SEQ-150006,3
CPDC150080,SEQ-150007,3
CPDC150080,SEQ-150012,3
CPDC150082,SEQ-150006,3
CPDC150082,SEQ-150007,3
CPDC150082,SEQ-150012,3
CPDC150083,SEQ-150006,3
CPDC150083,SEQ-150007,3
CPDC150083,SEQ-150012,3
CPDC150084,SEQ-150006,3
CPDC150084,SEQ-150007,3
CPDC150084,SEQ-150012,3
CPDC150085,SEQ-150006,3
CPDC150085,SEQ-150007,3
CPDC150085,SEQ-150012,3
CPDC150086,SEQ-150006,3
CPDC150086,SEQ-150007,3
CPDC150086,SEQ-150012,3
CPDC150087,SEQ-150006,3
CPDC150087,SEQ-150007,3
CPDC150087,SEQ-150012,3
CPDC150088,SEQ-150006,3
CPDC150088,SEQ-150007,3
CPDC150088,SEQ-150012,3
CPDC150089,SEQ-150006,3
CPDC150089,SEQ-150007,3
CPDC150089,SEQ-150012,3
CPDC150090,SEQ-150006,4
CPDC150090,SEQ-150009,4
CPDC150090,SEQ-150007,4
CPDC150090,SEQ-150012,4
CPDC150091,SEQ-150006,3
CPDC150091,SEQ-150007,3
CPDC150091,SEQ-150012,3
CPDC150092,SEQ-150006,3
CPDC150092,SEQ-150007,3
CPDC150092,SEQ-150012,3
CPDC150093,SEQ-150006,3
CPDC150093,SEQ-150007,3
CPDC150093,SEQ-150012,3
CPDC150094,SEQ-150006,3
CPDC150094,SEQ-150007,3
CPDC150094,SEQ-150012,3
CPDC150097,SEQ-150006,3
CPDC150097,SEQ-150007,3
CPDC150097,SEQ-150012,3
CPDC150098,SEQ-150006,3
CPDC150098,SEQ-150007,3
CPDC150098,SEQ-150012,3
CPDC150099,SEQ-150006,3
CPDC150099,SEQ-150007,3
CPDC150099,SEQ-150012,3
CPDC150101,SEQ-150006,3
CPDC150101,SEQ-150007,3
CPDC150101,SEQ-150012,3
CPDC150103,SEQ-150006,3
CPDC150103,SEQ-150007,3
CPDC150103,SEQ-150012,3
CPDC150110,SEQ-150009,2
CPDC150110,SEQ-150011,2
CPDC150119,SEQ-150009,2
CPDC150119,SEQ-150011,2
CPDC150155,SEQ-150011,3
CPDC150155,SEQ-150014,3
CPDC150155,SEQ-150013,3
CPDC150167,SEQ-150011,3
CPDC150167,SEQ-150014,3
CPDC150167,SEQ-150013,3
CPDC150185,SEQ-150014,2
CPDC150185,SEQ-150017,2
CPDC150254,SEQ-150015,2
CPDC150254,SEQ-150019,2
CPDC150305,SEQ-150017,2
CPDC150305,SEQ-150022,2
CPDC150360,SEQ-150019,2
CPDC150360,SEQ-150091,2
CPDC150381,SEQ-150019,2
CPDC150381,SEQ-150024,2
CPDC150423,SEQ-150022,2
CPDC150423,SEQ-150028,2
CPDC150447,SEQ-150024,2
CPDC150447,SEQ-150027,2
CPDC150449,SEQ-150024,2
CPDC150449,SEQ-150028,2
CPDC150501,SEQ-150026,2
CPDC150501,SEQ-150028,2
CPDC150524,SEQ-150027,3
CPDC150524,SEQ-150028,3
CPDC150524,SEQ-150029,3
CPDC150553,SEQ-150029,2
CPDC150553,SEQ-150032,2
CPDC150574,SEQ-150028,2
CPDC150574,SEQ-150029,2
CPDC150579,SEQ-150029,2
CPDC150579,SEQ-150032,2
CPDC150585,SEQ-150029,2
CPDC150585,SEQ-150032,2
CPDC150587,SEQ-150029,2
CPDC150587,SEQ-150032,2
CPDC150592,SEQ-150029,2
CPDC150592,SEQ-150032,2
CPDC150609,SEQ-150029,2
CPDC150609,SEQ-150032,2
CPDC150646,SEQ-150030,2
CPDC150646,SEQ-150032,2
CPDC150659,SEQ-150032,2
CPDC150659,SEQ-150034,2
CPDC150672,SEQ-150032,2
CPDC150672,SEQ-150035,2
CPDC150689,SEQ-150032,2
CPDC150689,SEQ-150035,2
CPDC150690,SEQ-150032,2
CPDC150690,SEQ-150035,2
CPDC150746,SEQ-150035,2
CPDC150746,SEQ-150037,2
CPDC150750,SEQ-150035,3
CPDC150750,SEQ-150040,3
CPDC150750,SEQ-150041,3
CPDC150776,SEQ-150037,2
CPDC150776,SEQ-150070,2
CPDC150779,SEQ-150037,3
CPDC150779,SEQ-150040,3
CPDC150779,SEQ-150041,3
CPDC150787,SEQ-150040,2
CPDC150787,SEQ-150041,2
CPDC150788,SEQ-150040,2
CPDC150788,SEQ-150041,2
CPDC150789,SEQ-150040,2
CPDC150789,SEQ-150041,2
CPDC150790,SEQ-150040,2
CPDC150790,SEQ-150041,2
CPDC150791,SEQ-150040,2
CPDC150791,SEQ-150041,2
CPDC150792,SEQ-150040,2
CPDC150792,SEQ-150041,2
CPDC150793,SEQ-150040,2
CPDC150793,SEQ-150041,2
CPDC150810,SEQ-150040,2
CPDC150810,SEQ-150041,2
CPDC150812,SEQ-150038,2
CPDC150812,SEQ-150070,2
CPDC150813,SEQ-150040,2
CPDC150813,SEQ-150041,2
CPDC150814,SEQ-150038,3
CPDC150814,SEQ-150070,3
CPDC150814,SEQ-150091,3
CPDC150816,SEQ-150040,2
CPDC150816,SEQ-150041,2
CPDC150817,SEQ-150040,2
CPDC150817,SEQ-150041,2
CPDC150818,SEQ-150040,2
CPDC150818,SEQ-150041,2
CPDC150819,SEQ-150040,2
CPDC150819,SEQ-150041,2
CPDC150820,SEQ-150038,3
CPDC150820,SEQ-150070,3
CPDC150820,SEQ-150130,3
